inchikey,name,smiles,T_K,epsilon,epsilon_unit,uncertainty_expanded,uncertainty_standard,uncertainty_kind,confidence_level,phase,method,property_family,property_name,frequency_mhz,pressure_kpa,source_doi,source_file,source_file_sha256,source_row_index,dataset_number,component_count,in_roster,model_ready,temperature_band,roster_T_K,roster_dielectric,duplicate_observation_count,distinct_values_at_temperature,multiple_values_at_temperature
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,297.4,2.3962,,0.004,,combined,95,Liquid,MEMS,zero_frequency,Relative permittivity at zero frequency,0,13927,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10014,2,1,true,true,room_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,297.41,2.3777,,0.004,,combined,95,Liquid,MEMS,zero_frequency,Relative permittivity at zero frequency,0,6919,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10015,2,1,true,true,room_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,298.2,2.38,,0.01,,combined,95,Liquid,Parallel plate capacitor,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1016/j.jct.2012.04.011,data/raw/thermoml/10.1016__j.jct.2012.04.011-8d41d80e769b.xml,366efe9bd8247f0520ec824590fd63a5ba0cce6f2b280bc4401161ad2438eab3,2715,9,1,true,true,room_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,310.68,2.35675,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9956,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,310.79,2.35646,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9957,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,311.94,2.35363,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9958,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,314.47,2.3479,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9959,1,1,true,true,extended_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.68,2.34035,,0.00601,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9960,1,1,true,true,extended_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.77,2.33999,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9961,1,1,true,true,extended_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.78,2.34185,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,1140,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9962,1,1,true,true,extended_temperature,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.78,2.35428,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,8370,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9963,1,1,true,true,extended_temperature,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.34366,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,2170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9964,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.34545,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,3200,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9965,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.34729,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,4240,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9966,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.35078,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,6310,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9967,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.36095,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,12510,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9968,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.3674,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,16650,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9969,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,315.79,2.37152,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,19410,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9970,1,1,true,true,extended_temperature,297.385,2.40445,1,7,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,320.64,2.32926,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9971,1,1,true,true,extended_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,320.66,2.33114,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,1140,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9972,1,1,true,true,extended_temperature,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.52,2.32053,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9973,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.53,2.32241,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,1140,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9974,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.54,2.32435,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,2170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9975,1,1,true,true,outside_declared_window,297.385,2.40445,1,4,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.54,2.32625,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,3200,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9976,1,1,true,true,outside_declared_window,297.385,2.40445,1,4,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.54,2.32811,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,4240,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9977,1,1,true,true,outside_declared_window,297.385,2.40445,1,4,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.54,2.33179,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,6310,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9978,1,1,true,true,outside_declared_window,297.385,2.40445,1,4,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.58,2.33528,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,8370,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9979,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.61,2.34222,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,12510,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9980,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,324.62,2.34897,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,16650,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9981,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.31,2.28784,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9982,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.35,2.2919,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,2170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9983,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.38,2.29596,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,4240,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9984,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.38,2.29992,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,6310,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9985,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.39,2.3038,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,8370,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9986,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.41,2.31127,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,12510,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9987,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,339.41,2.31844,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,16650,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9988,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.44,2.26156,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,6310,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9989,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.45,2.25261,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,2170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9990,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.45,2.25717,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,4240,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9991,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.46,2.24793,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9992,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.52,2.26578,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,8370,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9993,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.54,2.274,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,12510,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9994,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,357.55,2.28185,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,16650,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9995,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.53,2.17781,,0.00064,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9996,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.53,2.18342,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,2170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9997,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.59,2.17698,,0.006,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,100,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9998,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.59,2.18899,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,4240,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,9999,1,1,true,true,outside_declared_window,297.385,2.40445,1,2,true
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.61,2.19431,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,6310,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10000,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.63,2.19969,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,8370,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10001,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.65,2.20969,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,12510,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10002,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,390.68,2.21925,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,16650,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10003,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,405.84,2.14947,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,2170,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10004,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,406.3,2.16081,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,6310,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10005,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,406.32,2.15467,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,4240,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10006,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,406.37,2.16653,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,8370,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10007,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,406.54,2.17721,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,12510,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10008,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
YXFVVABEGXRONW-UHFFFAOYSA-N,toluene,Cc1ccccc1,406.64,2.18731,,0.00061,,combined,95,Liquid,Reentrant cavity resonator,zero_frequency,Relative permittivity at zero frequency,0,16650,10.1021/je7006692,data/raw/thermoml/10.1021__je7006692-c10406949a75.xml,00280a3883bad4ad2252b3a9c8443e4eb40a176f70e8f1b532e40fdfdd1a313f,10009,1,1,true,true,outside_declared_window,297.385,2.40445,1,1,false
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,303.15,24.69,,0.49,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8850,1,1,true,true,room_temperature,303.15,24.69,1,1,false
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,308.15,24.3,,0.49,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8851,1,1,true,true,outside_declared_window,303.15,24.69,1,1,false
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,313.15,23.86,,0.48,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8852,1,1,true,true,extended_temperature,303.15,24.69,1,1,false
ZBCBWPMODOFKDW-UHFFFAOYSA-N,diethanolamine,OCCNCCO,318.15,23.28,,0.47,,combined,95,Liquid,dielectric analyzer,zero_frequency,Relative permittivity at zero frequency,0,101.325,10.1021/je600515j,data/raw/thermoml/10.1021__je600515j-bd3a82860207.xml,901354ec9c34eada3ff170f489ed27f108f2b6f7fa42d9fd2533454306a96bd0,8853,1,1,true,true,extended_temperature,303.15,24.69,1,1,false
