representation,repeat,fold,inchikey,name,T_K,hbd,hbond_donor_count,target,prediction,onsager_epsilon,applicability_domain
Morgan+Physical,8,0,JYPJLAPMBJKRDG-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium butylsulfonate,298.15,0,0,30,18.1051597595,153.401832604,inside_domain
Morgan+Physical,8,0,KBPLFHHGFOOTCA-UHFFFAOYSA-N,octan-1-ol,298.15,1,1,10.66,13.7895298004,4.22641786179,outside_associated_liquid
Morgan+Physical,8,0,LRHPLDYGYMQRHN-UHFFFAOYSA-N,butan-1-ol,298.15,1,1,18.03,14.1424446106,8.39006069244,outside_associated_liquid
Morgan+Physical,8,0,PEDCQBHIVMGVHV-UHFFFAOYSA-N,glycerol,303.15,3,3,41.17,31.4372138977,13.4501001088,outside_associated_liquid
Morgan+Physical,8,0,QRCRANRUHQKZME-UHFFFAOYSA-N,"3-butyl-1,2,4,5-tetramethyl-1H-imidazol-3-ium tetrafluoroborate",298.15,0,0,12,12.5378293991,90.2035313888,inside_domain
Morgan+Physical,8,0,RJQQOKKINHMXIM-UHFFFAOYSA-N,triethanolamine lactate,298.15,5,5,59.7,62.3755569458,27.2818406975,outside_associated_liquid
Morgan+Physical,8,0,SBZXBUIDTXKZTM-UHFFFAOYSA-N,"2,5,8-trioxanonane",298.15,0,0,7.3815,9.68583297729,14.0264717054,inside_domain
Morgan+Physical,8,0,SHQSVMDWKBRBGB-UHFFFAOYSA-N,cyclobutanone,298.15,0,0,14.96,20.9399852753,24.058855292,inside_domain
Morgan+Physical,8,0,TVMXDCGIABBOFY-UHFFFAOYSA-N,octane,298.15,0,0,1.961,3.94720578194,1.1076211483,inside_domain
Morgan+Physical,8,0,UCCKRVYTJPMHRO-UHFFFAOYSA-N,"1-butyl-2,3-dimethyl-1H-imidazolium bis(trifluoromethylsulfonyl)amide",298.15,0,0,14,16.0095996857,11.4813553141,inside_domain
Morgan+Physical,8,0,UEEJHVSXFDXPFK-UHFFFAOYSA-N,"2-(N,N-dimethylamino)ethanol",303.15,1,1,17.18,48.6536140442,2.86613042866,outside_associated_liquid
Morgan+Physical,8,0,UODQEMVTULZGKO-UHFFFAOYSA-N,"1-pentyl-1-methylpyrrolidinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",298.15,0,0,12.5,15.1575756073,24.4937811978,inside_domain
Morgan+Physical,8,0,UPCXAARSWVHVLY-UHFFFAOYSA-N,triethanolammonium acetate,298.15,4,4,31,50.7415924072,11.4536548979,outside_associated_liquid
Morgan+Physical,8,0,VFTFKUDGYRBSAL-UHFFFAOYSA-N,"1,4,7,10,13-pentaoxacyclopentadecane",298.15,0,0,15.48,13.4243268967,14.8444868881,inside_domain
Morgan+Physical,8,0,XLYOFNOQVPJJNP-UHFFFAOYSA-N,water,297.575,0,1,78.87,31.051202774,40.4474006258,outside_associated_liquid
Morgan+Physical,8,0,YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethyl-1-hexanol,298.2,1,1,7.353,13.5083656311,5.01442556827,outside_associated_liquid
Morgan+Physical,8,0,XEKOWRVHYACXOJ-UHFFFAOYSA-N,Ethyl acetate,298.15,0,0,6.02,7.61830806732,9.7831231174,inside_domain
Morgan+Physical,8,0,NTIZESTWPVYFNL-UHFFFAOYSA-N,4-Methyl-2-pentanone,293.15,0,0,13.11,13.0268917084,14.6513704727,inside_domain
Morgan+Physical,8,0,JFDZBHWFFUWGJE-UHFFFAOYSA-N,Benzonitrile,298.15,0,0,25.2,21.5618057251,29.6694423151,inside_domain
Morgan+Physical,8,0,DTQVDTLACAAQTR-UHFFFAOYSA-N,Trifluoroacetic acid,293.15,1,1,39.5,18.7260398865,28.7487569677,outside_associated_liquid
Morgan+Physical,8,0,YNAVUWVOSKDBBP-UHFFFAOYSA-N,Morpholine,298.15,1,1,7.33,16.0560379028,5.3942637877,outside_associated_liquid
Morgan+Physical,8,0,QJPJQTDYNZXKQF-UHFFFAOYSA-N,p-Bromoanisole,303.15,0,0,7.06,14.4938144684,27.3339480411,inside_domain
Morgan+Physical,8,0,FVSKHRXBFJPNKK-UHFFFAOYSA-N,Propionitrile,293.15,0,0,27.2,24.9276733398,38.9694829474,inside_domain
Morgan+Physical,8,0,NKKMVIVFRUYPLQ-NSCUHMNNSA-N,Crotononitrile (bp 108 C),293.15,0,0,36.1,35.0061759949,48.0153469112,inside_domain
Morgan+Physical,8,0,XCIXKGXIYUWCLL-UHFFFAOYSA-N,Cyclopentanol,293.15,1,1,18,11.8837337494,6.20107699779,outside_associated_liquid
Morgan+Physical,8,0,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Chlorobenzene,298.15,0,0,5.621,5.99483680725,6.2681341664,inside_domain
Morgan+Physical,8,0,QWTDNUCVQCZILF-UHFFFAOYSA-N,2-Methylbutane,293.15,0,0,1.843,4.26700210571,1.10396118598,inside_domain
Morgan+Physical,8,0,KFUSEUYYWQURPO-UPHRSURJSA-N,"cis-1,2-Dichloroethylene",298.15,0,0,9.2,10.6468238831,9.01512393578,inside_domain
Morgan+Physical,8,0,KFUSEUYYWQURPO-OWOJBTEDSA-N,"trans-1,2-Dichloroethylene",298.15,0,0,2.14,9.71504974365,1.11523574299,inside_domain
Morgan+Physical,8,0,RFFLAFLAYFXFSW-UHFFFAOYSA-N,o-Dichlorobenzene,298.15,0,0,9.93,5.02232170105,10.2507478883,inside_domain
Morgan+Physical,8,0,PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fluorobenzene,298.15,0,0,5.42,5.63048934937,9.55831440066,inside_domain
Morgan+Physical,8,0,MMZYCBHLNZVROM-UHFFFAOYSA-N,o-Fluorotoluene,303.15,0,0,4.22,11.5629901886,6.12573643678,inside_domain
Morgan+Physical,8,0,RRHGJUQNOFWUDK-UHFFFAOYSA-N,"2-Methyl-1,3-butadiene (Isoprene)",298.15,0,0,2.1,5.95573043823,1.33056486908,inside_domain
Morgan+Physical,8,0,BOGRNZQRTNVZCZ-AATRIKPKSA-N,"3-Methyl-1,3-pentadiene",298.15,0,0,2.43,6.18256616592,1.66039772435,inside_domain
Morgan,8,1,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,303.15,2,2,31.46,33.8669700623,25.2714322229,outside_associated_liquid
Morgan,8,1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,298,0,0,46.05,15.6734619141,39.3405912447,inside_domain
Morgan,8,1,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,298.15,0,0,3.134,13.6090078354,1.5899816096,inside_domain
Morgan,8,1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,298.15,0,0,15.79,16.9993953705,19.6553000971,inside_domain
Morgan,8,1,LBHLGZNUPKUZJC-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium dicyanamide,298.15,0,0,18,25.8106307983,116.153845674,inside_domain
Morgan,8,1,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,30.2435321808,22.0308625381,inside_domain
Morgan,8,1,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,7.2609372139,142.089757341,inside_domain
Morgan,8,1,MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene glycol,298.15,2,2,30.95,23.7199878693,11.7806957518,outside_associated_liquid
Morgan,8,1,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,303.15,1,1,178.47,8.4922876358,5.9744908461,outside_associated_liquid
Morgan,8,1,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,298.15,1,1,33.6,9.96086883545,16.5823957018,outside_associated_liquid
Morgan,8,1,OOKUTCYPKPJYFV-UHFFFAOYSA-N,1-methylimidazolium bromide,298.15,0,0,16.6,23.1386165619,28.8470050896,inside_domain
Morgan,8,1,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,298.2,0,0,2.01,8.26131534576,1.10998539605,inside_domain
Morgan,8,1,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,0,0,35,16.2138595581,45.7566800107,inside_domain
Morgan,8,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,295.65,0,0,41.99,16.9993953705,50.6116986269,inside_domain
Morgan,8,1,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",302.85,0,0,4.1348,10.0031871796,7.17247104625,inside_domain
Morgan,8,1,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,298.15,2,2,23.07,22.0839767456,12.1409402443,outside_associated_liquid
Morgan,8,1,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",298.15,0,0,7.798,6.52152395248,10.2230813729,inside_domain
Morgan,8,1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,298.15,1,1,17.96,19.7192001343,5.2814866108,outside_associated_liquid
Morgan,8,1,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,35.1837158203,9.74097362491,outside_associated_liquid
Morgan,8,1,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,298.15,0,0,6.49,8.20719623566,8.4969957051,inside_domain
Morgan,8,1,DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,293.15,0,0,5.01,10.4929866791,10.0231968887,inside_domain
Morgan,8,1,GJRQTCIYDGXPES-UHFFFAOYSA-N,Isobutyl acetate,293.15,0,0,5.29,13.273560524,8.50004501778,inside_domain
Morgan,8,1,RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,293.15,0,0,4.335,4.32679843903,4.44489704395,inside_domain
Morgan,8,1,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,293.15,0,0,15.45,12.2562398911,17.6741821348,inside_domain
Morgan,8,1,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",303.15,2,2,24.4,15.4153499603,19.5363125491,outside_associated_liquid
Morgan,8,1,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,16.3092784882,6.97488629158,inside_domain
Morgan,8,1,PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,298.15,1,1,14.7,21.7117538452,4.92575324719,outside_associated_liquid
Morgan,8,1,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",293.15,0,0,2.436,8.79173374176,1.11662360242,inside_domain
Morgan,8,1,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,293.15,0,0,1.965,10.0031871796,1.10560773191,inside_domain
Morgan,8,1,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,293.15,0,0,1.985,8.26131534576,1.11100262715,inside_domain
Morgan,8,1,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,8.00936508179,1.21737241547,inside_domain
Morgan,8,1,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,6.65732860565,23.2671758909,inside_domain
Morgan,8,1,JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,293.15,0,0,4.8,7.57796955109,15.1734627111,inside_domain
Morgan,8,1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,8.59255695343,1.38878820797,inside_domain
Morgan,8,1,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,298.15,1,1,4.95,5.12199831009,12.2942625019,outside_associated_liquid
Morgan,8,1,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,293.15,0,0,4.24,7.79588031769,9.3663047404,inside_domain
Morgan,8,1,SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,293.15,0,0,4.63,6.65732860565,20.9443272724,inside_domain
Morgan,8,1,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,293.15,0,0,6.08,6.24190235138,9.81647562753,inside_domain
Morgan,8,1,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",298.15,0,0,2.32,6.45209693909,1.87012388355,inside_domain
Morgan,8,1,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",298.15,0,0,2.22,8.26131534576,1.31910733263,inside_domain
Morgan,8,1,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",298.15,0,0,2.42,7.65924835205,2.15098593997,inside_domain
Physical,8,1,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,303.15,2,2,31.46,30.4251308441,25.2714322229,outside_associated_liquid
Physical,8,1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,298,0,0,46.05,31.1306381226,39.3405912447,inside_domain
Physical,8,1,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,298.15,0,0,3.134,11.3878993988,1.5899816096,inside_domain
Physical,8,1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,298.15,0,0,15.79,14.3090391159,19.6553000971,inside_domain
Physical,8,1,LBHLGZNUPKUZJC-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium dicyanamide,298.15,0,0,18,23.7285423279,116.153845674,inside_domain
Physical,8,1,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,18.5522270203,22.0308625381,inside_domain
Physical,8,1,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,16.3926696777,142.089757341,inside_domain
Physical,8,1,MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene glycol,298.15,2,2,30.95,27.1254482269,11.7806957518,outside_associated_liquid
Physical,8,1,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,303.15,1,1,178.47,12.0338163376,5.9744908461,outside_associated_liquid
Physical,8,1,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,298.15,1,1,33.6,68.2637786865,16.5823957018,outside_associated_liquid
Physical,8,1,OOKUTCYPKPJYFV-UHFFFAOYSA-N,1-methylimidazolium bromide,298.15,0,0,16.6,24.6323642731,28.8470050896,inside_domain
Physical,8,1,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,298.2,0,0,2.01,3.00127696991,1.10998539605,inside_domain
Physical,8,1,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,0,0,35,20.6422843933,45.7566800107,inside_domain
Physical,8,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,295.65,0,0,41.99,32.9440422058,50.6116986269,inside_domain
Physical,8,1,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",302.85,0,0,4.1348,6.63848638535,7.17247104625,inside_domain
Physical,8,1,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,298.15,2,2,23.07,22.7825965881,12.1409402443,outside_associated_liquid
Physical,8,1,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",298.15,0,0,7.798,9.86167526245,10.2230813729,inside_domain
Physical,8,1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,298.15,1,1,17.96,11.8389463425,5.2814866108,outside_associated_liquid
Physical,8,1,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,15.3159980774,9.74097362491,outside_associated_liquid
Physical,8,1,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,298.15,0,0,6.49,11.1485795975,8.4969957051,inside_domain
Physical,8,1,DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,293.15,0,0,5.01,10.2885885239,10.0231968887,inside_domain
Physical,8,1,GJRQTCIYDGXPES-UHFFFAOYSA-N,Isobutyl acetate,293.15,0,0,5.29,10.2885885239,8.50004501778,inside_domain
Physical,8,1,RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,293.15,0,0,4.335,3.35208058357,4.44489704395,inside_domain
Physical,8,1,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,293.15,0,0,15.45,14.3130226135,17.6741821348,inside_domain
Physical,8,1,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",303.15,2,2,24.4,23.3934898376,19.5363125491,outside_associated_liquid
Physical,8,1,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,8.62997913361,6.97488629158,inside_domain
Physical,8,1,PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,298.15,1,1,14.7,12.483499527,4.92575324719,outside_associated_liquid
Physical,8,1,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",293.15,0,0,2.436,9.45819282532,1.11662360242,inside_domain
Physical,8,1,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,293.15,0,0,1.965,3.06953787804,1.10560773191,inside_domain
Physical,8,1,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,293.15,0,0,1.985,2.59792780876,1.11100262715,inside_domain
Physical,8,1,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,2.18283629417,1.21737241547,inside_domain
Physical,8,1,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,11.7297668457,23.2671758909,inside_domain
Physical,8,1,JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,293.15,0,0,4.8,4.08101511002,15.1734627111,inside_domain
Physical,8,1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,8.57927513123,1.38878820797,inside_domain
Physical,8,1,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,298.15,1,1,4.95,5.86627244949,12.2942625019,outside_associated_liquid
Physical,8,1,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,293.15,0,0,4.24,5.9513092041,9.3663047404,inside_domain
Physical,8,1,SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,293.15,0,0,4.63,8.04888629913,20.9443272724,inside_domain
Physical,8,1,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,293.15,0,0,6.08,4.9118976593,9.81647562753,inside_domain
Physical,8,1,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",298.15,0,0,2.32,3.46986794472,1.87012388355,inside_domain
Physical,8,1,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",298.15,0,0,2.22,2.26438879967,1.31910733263,inside_domain
Physical,8,1,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",298.15,0,0,2.42,3.29883313179,2.15098593997,inside_domain
Morgan+Physical,8,1,HZAXFHJVJLSVMW-UHFFFAOYSA-N,2-aminoethan-1-ol,303.15,2,2,31.46,32.1460494995,25.2714322229,outside_associated_liquid
Morgan+Physical,8,1,IAZDPXIOMUYVGZ-UHFFFAOYSA-N,dimethyl sulfoxide,298,0,0,46.05,23.4020500183,39.3405912447,inside_domain
Morgan+Physical,8,1,IEJIGPNLZYLLBP-UHFFFAOYSA-N,dimethyl carbonate,298.15,0,0,3.134,12.4984531403,1.5899816096,inside_domain
Morgan+Physical,8,1,JHIVVAPYMSGYDF-UHFFFAOYSA-N,cyclohexanone,298.15,0,0,15.79,15.6542167664,19.6553000971,inside_domain
Morgan+Physical,8,1,LBHLGZNUPKUZJC-UHFFFAOYSA-N,1-butyl-1-methylpyrrolidinium dicyanamide,298.15,0,0,18,24.7695865631,116.153845674,inside_domain
Morgan+Physical,8,1,LLEVMYXEJUDBTA-UHFFFAOYSA-N,heptanedinitrile,298.15,0,0,29.71,24.3978805542,22.0308625381,inside_domain
Morgan+Physical,8,1,LSBXQLQATZTAPE-UHFFFAOYSA-N,1-butyl-3-methylimidazolium tetrafluoroborate,298.15,0,0,13.9,11.8268032074,142.089757341,inside_domain
Morgan+Physical,8,1,MTHSVFCYNBDYFN-UHFFFAOYSA-N,diethylene glycol,298.15,2,2,30.95,25.4227180481,11.7806957518,outside_associated_liquid
Morgan+Physical,8,1,OHLUUHNLEMFGTQ-UHFFFAOYSA-N,N-methylacetamide,303.15,1,1,178.47,10.2630519867,5.9744908461,outside_associated_liquid
Morgan+Physical,8,1,OKKJLVBELUTLKV-UHFFFAOYSA-N,methanol,298.15,1,1,33.6,39.112323761,16.5823957018,outside_associated_liquid
Morgan+Physical,8,1,OOKUTCYPKPJYFV-UHFFFAOYSA-N,1-methylimidazolium bromide,298.15,0,0,16.6,23.8854904175,28.8470050896,inside_domain
Morgan+Physical,8,1,UAEPNZWRGJTJPN-UHFFFAOYSA-N,methylcyclohexane,298.2,0,0,2.01,5.63129615784,1.10998539605,inside_domain
Morgan+Physical,8,1,VRFOKYHDLYBVAL-UHFFFAOYSA-M,1-ethyl-3-methylimidazolium ethyl sulfate,298.15,0,0,35,18.4280719757,45.7566800107,inside_domain
Morgan+Physical,8,1,YEJRWHAVMIAJKC-UHFFFAOYSA-N,.gamma.-butyrolactone,295.65,0,0,41.99,24.9717178345,50.6116986269,inside_domain
Morgan+Physical,8,1,YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",302.85,0,0,4.1348,8.32083702087,7.17247104625,inside_domain
Morgan+Physical,8,1,ZIBGPFATKBEMQZ-UHFFFAOYSA-N,triethylene glycol,298.15,2,2,23.07,22.4332866669,12.1409402443,outside_associated_liquid
Morgan+Physical,8,1,ZUHZGEOKBKGPSW-UHFFFAOYSA-N,"2,5,8,11,14-pentaoxapentadecane",298.15,0,0,7.798,8.19159984589,10.2230813729,inside_domain
Morgan+Physical,8,1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,2-methyl-1-propanol,298.15,1,1,17.96,15.7790737152,5.2814866108,outside_associated_liquid
Morgan+Physical,8,1,HXDLWJWIAHWIKI-UHFFFAOYSA-N,beta-Hydroxyethyl acetate (Glycol monoacetate),303.15,1,1,13,25.2498569489,9.74097362491,outside_associated_liquid
Morgan+Physical,8,1,DIQMPQMYFZXDAX-UHFFFAOYSA-N,Amyl formate,298.15,0,0,6.49,9.67788791656,8.4969957051,inside_domain
Morgan+Physical,8,1,DKPFZGUDAPQIHT-UHFFFAOYSA-N,Butyl acetate,293.15,0,0,5.01,10.3907871246,10.0231968887,inside_domain
Morgan+Physical,8,1,GJRQTCIYDGXPES-UHFFFAOYSA-N,Isobutyl acetate,293.15,0,0,5.29,11.7810745239,8.50004501778,inside_domain
Morgan+Physical,8,1,RTZKZFJDLAIYFH-UHFFFAOYSA-N,Ethyl ether,293.15,0,0,4.335,3.83943939209,4.44489704395,inside_domain
Morgan+Physical,8,1,XNLICIUVMPYHGG-UHFFFAOYSA-N,2-Pentanone,293.15,0,0,15.45,13.2846317291,17.6741821348,inside_domain
Morgan+Physical,8,1,SVTBMSDMJJWYQN-UHFFFAOYSA-N,"2-Methyl-2,4-pentanediol",303.15,2,2,24.4,19.4044189453,19.5363125491,outside_associated_liquid
Morgan+Physical,8,1,DHKHKXVYLBGOIT-UHFFFAOYSA-N,"1,1-Diethoxyethane",298.15,0,0,3.8,12.4696292877,6.97488629158,inside_domain
Morgan+Physical,8,1,PHTQWCKDNZKARW-UHFFFAOYSA-N,3-Methyl-1-butanol,298.15,1,1,14.7,17.0976257324,4.92575324719,outside_associated_liquid
Morgan+Physical,8,1,LCZUOKDVTBMCMX-UHFFFAOYSA-N,"2,5-Dimethylpyrazine",293.15,0,0,2.436,9.12496376038,1.11662360242,inside_domain
Morgan+Physical,8,1,RGSFGYAAUTVSQA-UHFFFAOYSA-N,Cyclopentane,293.15,0,0,1.965,6.53636264801,1.10560773191,inside_domain
Morgan+Physical,8,1,GDOPTJXRTPNYNR-UHFFFAOYSA-N,Methylcyclopentane,293.15,0,0,1.985,5.42962169647,1.11100262715,inside_domain
Morgan+Physical,8,1,UQEAIHBTYFGYIE-UHFFFAOYSA-N,Hexamethyldisiloxane,293.15,0,0,2.17,5.09610080719,1.21737241547,inside_domain
Morgan+Physical,8,1,GETTZEONDQJALK-UHFFFAOYSA-N,"alpha,alpha,alpha-Trifluorotoluene",303.15,0,0,9.18,9.19354820251,23.2671758909,inside_domain
Morgan+Physical,8,1,JSRLURSZEMLAFO-UHFFFAOYSA-N,m-Dibromobenzene,293.15,0,0,4.8,5.82949256897,15.1734627111,inside_domain
Morgan+Physical,8,1,YLQBMQCUIZJEEH-UHFFFAOYSA-N,Furan,298.15,0,0,2.95,8.58591651917,1.38878820797,inside_domain
Morgan+Physical,8,1,WQAQPCDUOCURKW-UHFFFAOYSA-N,1-Butanethiol,298.15,1,1,4.95,5.49413537979,12.2942625019,outside_associated_liquid
Morgan+Physical,8,1,OEPRBXUJOQLYID-UHFFFAOYSA-N,1-Fluoropentane,293.15,0,0,4.24,6.87359476089,9.3663047404,inside_domain
Morgan+Physical,8,1,SNHMUERNLJLMHN-UHFFFAOYSA-N,Iodobenzene,293.15,0,0,4.63,7.35310745239,20.9443272724,inside_domain
Morgan+Physical,8,1,NPDACUSDTOMAMK-UHFFFAOYSA-N,p-Chlorotoluene,293.15,0,0,6.08,5.57690000534,9.81647562753,inside_domain
Morgan+Physical,8,1,PMJHHCWVYXUKFD-SNAWJCMRSA-N,"1,3-Pentadiene",298.15,0,0,2.32,4.96098232269,1.87012388355,inside_domain
Morgan+Physical,8,1,APPOKADJQUIAHP-UHFFFAOYSA-N,"2,4-Hexadiene",298.15,0,0,2.22,5.26285219193,1.31910733263,inside_domain
Morgan+Physical,8,1,RCJMVGJKROQDCB-UHFFFAOYSA-N,"2-Methyl-1,3-pentadiene",298.15,0,0,2.42,5.47904062271,2.15098593997,inside_domain
Morgan,8,2,ALYCOCULEAWWJO-UHFFFAOYSA-N,triethylpentylammonium bis(trifluoromethylsulfonyl)imide,298.15,0,0,12.5,13.167889595,6.67840629363,inside_domain
Morgan,8,2,BMRWNKZVCUKKSR-UHFFFAOYSA-N,"1,2-butanediol",298.2,2,2,22.143,21.2462158203,13.5953058324,outside_associated_liquid
Morgan,8,2,BTGRAWJCKBQKAO-UHFFFAOYSA-N,hexanedinitrile,298.15,0,0,32.12,29.8593101501,46.5421430104,inside_domain
Morgan,8,2,DKGAVHZHDRPRBM-UHFFFAOYSA-N,2-methylpropan-2-ol,298.15,1,1,12.49,13.0645513535,6.90436439321,outside_associated_liquid
Morgan,8,2,KFZMGEQAYNKOFK-UHFFFAOYSA-N,propan-2-ol,299.15,1,1,18.845,11.3247880936,10.0046688096,outside_associated_liquid
Morgan,8,2,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,ethanol,298.15,1,1,25.02,13.8494920731,9.55039595517,outside_associated_liquid
Morgan,8,2,LVTYICIALWPMFW-UHFFFAOYSA-N,N-(2-hydroxypropyl)-2-hydroxy-1-propanamine,303.15,3,3,13.87,17.5356521606,21.6555806344,outside_associated_liquid
