inchikey,smiles,name,T_K,dielectric,uncertainty,uncertainty_value,uncertainty_kind,confidence_level,uncertainty_json,source_doi,source_dois_all,n_observations,n_historical_observations,source_scope,crosscheck_available,gate_flags,source_record_id,source_page,source_quality,selection_rank,structure_resolution_source,al_round1_hit,max_tanimoto_solvfunc,dataset_origin,temperature_band,evidence_level,temperature_source,model_ready,conflict_status,source_url,source_citation,source_table,redistribution_status,source_license,license_url,redistribution_conditions,notes
ZWEHNKRNPOVVGH-UHFFFAOYSA-N,CCC(C)=O,2-Butanone,293.15,18.51,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p20:018,20,three_figures,37,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
XCIXKGXIYUWCLL-UHFFFAOYSA-N,OC1CCCC1,Cyclopentanol,293.15,18.0,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:019,23,three_figures,38,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
PHTQWCKDNZKARW-UHFFFAOYSA-N,CC(C)CCO,3-Methyl-1-butanol,298.15,14.7,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:002,25,three_figures,39,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
MSXVEPNJUHWQHW-UHFFFAOYSA-N,CCC(C)(C)O,2-Methyl-2-butanol,298.15,5.82,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:003,25,three_figures,40,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
POLCUAVZOMRGSN-UHFFFAOYSA-N,CCCOCCC,Propyl ether,299.15,3.39,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:009,29,three_figures,41,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZAFNJMIOTHYJRJ-UHFFFAOYSA-N,CC(C)OC(C)C,Isopropyl ether,298.15,3.88,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:010,29,three_figures,42,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WVDDGKGOMKODPV-UHFFFAOYSA-N,OCc1ccccc1,Benzyl alcohol,293.15,13.1,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p31:005,31,three_figures,43,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
QWVGKYWNOKOFNN-UHFFFAOYSA-N,Cc1ccccc1O,o-Cresol,298.15,11.5,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p31:006,31,three_figures,44,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RLSSMJSEOOYNOY-UHFFFAOYSA-N,Cc1cccc(O)c1,m-Cresol,298.15,11.8,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p31:007,31,three_figures,45,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RDOXTESZEPMUJZ-UHFFFAOYSA-N,COc1ccccc1,Methoxybenzene (Anisole),298.15,4.33,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p31:008,31,three_figures,46,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
LFSAPCRASZRSKS-UHFFFAOYSA-N,CC1CCCCC1=O,2-Methylcyclohexanone,293.15,14.0,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:001,32,three_figures,47,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
UJBOOUHRTQVGRU-UHFFFAOYSA-N,CC1CCCC(=O)C1,3-Methylcyclohexanone,293.15,12.4,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:002,32,three_figures,48,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
VGVHNLRUAMRIEW-UHFFFAOYSA-N,CC1CCC(=O)CC1,4-Methylcyclohexanone,293.15,12.4,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:003,32,three_figures,49,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NDVWOBYBJYUSMF-UHFFFAOYSA-N,CC1CCCCC1O,2-Methylcyclohexanol,293.15,13.3,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:013,32,three_figures,50,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
HTSABYAWKQAHBT-UHFFFAOYSA-N,CC1CCCC(O)C1,3-Methylcyclohexanol,293.15,12.3,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:014,32,three_figures,51,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
MQWCXKGKQLNYQG-UHFFFAOYSA-N,CC1CCC(O)CC1,4-Methylcyclohexanol,293.15,13.3,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p32:015,32,three_figures,52,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
QGJOPFRUJISHPQ-UHFFFAOYSA-N,S=C=S,Carbon disulfide,293.15,2.641,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p13:004,13,four_figures,53,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
LCZUOKDVTBMCMX-UHFFFAOYSA-N,Cc1cnc(C)cn1,"2,5-Dimethylpyrazine",293.15,2.436,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p27:002,27,four_figures,54,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
MVPPADPHJFYWMZ-UHFFFAOYSA-N,Clc1ccccc1,Chlorobenzene,298.15,5.621,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p26:002,26,four_figures,55,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
YWAKXRMUMFPDSH-UHFFFAOYSA-N,C=CCCC,1-Pentene,293.15,2.100,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:012,23,four_figures,56,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
MHNNAWXXUZQSNM-UHFFFAOYSA-N,C=C(C)CC,2-Methyl-1-butene,293.15,2.197,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:013,23,four_figures,57,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RGSFGYAAUTVSQA-UHFFFAOYSA-N,C1CCCC1,Cyclopentane,293.15,1.965,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:014,23,four_figures,58,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
FOTXAJDDGPYIFU-UHFFFAOYSA-N,CCC1CC1,Ethylcyclopropane,293.15,1.933,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p23:015,23,four_figures,59,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
OFBQJSOFQDEBGM-UHFFFAOYSA-N,CCCCC,n-Pentane,293.15,1.844,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p24:020,24,four_figures,60,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
QWTDNUCVQCZILF-UHFFFAOYSA-N,CCC(C)C,2-Methylbutane,293.15,1.843,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p24:021,24,four_figures,61,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
UHOVQNZJYSORNB-UHFFFAOYSA-N,c1ccccc1,Benzene,293.15,2.284,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p26:008,26,four_figures,62,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
HGCIXCUEYOPUTN-UHFFFAOYSA-N,C1=CCCCC1,Cyclohexene,298.15,2.220,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p27:005,27,four_figures,63,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
GDOPTJXRTPNYNR-UHFFFAOYSA-N,CC1CCCC1,Methylcyclopentane,293.15,1.985,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:008,28,four_figures,64,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
NEZRFXZYPAIZAD-UHFFFAOYSA-N,CCC1CCC1,Ethylcyclobutane,293.15,1.965,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:009,28,four_figures,65,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZQDPJFUHLCOCRG-WAYWQWQTSA-N,CC/C=C\CC,cis-3-Hexene,298.15,2.062,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:010,28,four_figures,66,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZQDPJFUHLCOCRG-AATRIKPKSA-N,CC/C=C/CC,trans-3-Hexene,298.15,2.000,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p28:011,28,four_figures,67,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
VLKZOEOYAKHREP-UHFFFAOYSA-N,CCCCCC,n-Hexane,293.15,1.890,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:007,29,four_figures,68,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RWNKSTSCBHKHTB-UHFFFAOYSA-N,ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,"Hexachloro-1,3-butadiene",298.15,2.55,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p19:009,19,three_figures,69,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
FYOFOKCECDGJBF-UHFFFAOYSA-N,[C]=O.[C]=O.[C]=O.[C]=O.[C]=O.[Fe],Iron pentacarbonyl,293.15,2.60,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:016,22,three_figures,70,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
CYTYCFOTNPOANT-UHFFFAOYSA-N,ClC(Cl)=C(Cl)Cl,Tetrachloroethylene,298.15,2.30,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p14:003,14,three_figures,71,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
UQEAIHBTYFGYIE-UHFFFAOYSA-N,C[Si](C)(C)O[Si](C)(C)C,Hexamethyldisiloxane,293.15,2.17,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p29:016,29,three_figures,72,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
GETTZEONDQJALK-UHFFFAOYSA-N,FC(F)(F)c1ccccc1,"alpha,alpha,alpha-Trifluorotoluene",303.15,9.18,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p30:003,30,three_figures,73,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
KFUSEUYYWQURPO-UPHRSURJSA-N,Cl/C=C\Cl,"cis-1,2-Dichloroethylene",298.15,9.20,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p14:017,14,three_figures,74,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
KFUSEUYYWQURPO-OWOJBTEDSA-N,Cl/C=C/Cl,"trans-1,2-Dichloroethylene",298.15,2.14,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p14:018,14,three_figures,75,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
PIICEJLVQHRZGT-UHFFFAOYSA-N,NCCN,"1,2-Ethanediamine",293.15,14.2,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p16:019,16,three_figures,76,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
HBNYJWAFDZLWRS-UHFFFAOYSA-N,CCN=C=S,Ethyl isothiocyanate,294.15,19.5,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p17:017,17,three_figures,77,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,false,excluded_model_conflict,,,,,,,,
QBELEDRHMPMKHP-UHFFFAOYSA-N,Clc1ccccc1Br,1-Bromo-2-chlorobenzene,293.15,6.80,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:007,25,three_figures,78,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
JRGGUPZKKTVKOV-UHFFFAOYSA-N,Clc1cccc(Br)c1,1-Bromo-3-chlorobenzene,293.15,4.58,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:008,25,three_figures,79,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WQONPSCCEXUXTQ-UHFFFAOYSA-N,Brc1ccccc1Br,o-Dibromobenzene,293.15,7.35,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:009,25,three_figures,80,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
JSRLURSZEMLAFO-UHFFFAOYSA-N,Brc1cccc(Br)c1,m-Dibromobenzene,293.15,4.80,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:010,25,three_figures,81,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
RFFLAFLAYFXFSW-UHFFFAOYSA-N,Clc1ccccc1Cl,o-Dichlorobenzene,298.15,9.93,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:011,25,three_figures,82,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZPQOPVIELGIULI-UHFFFAOYSA-N,Clc1cccc(Cl)c1,m-Dichlorobenzene,298.15,5.04,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:012,25,three_figures,83,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
SFPQFQUXAJOWNF-UHFFFAOYSA-N,Ic1cccc(I)c1,m-Diiodobenzene,298.15,4.25,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:014,25,three_figures,84,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ROSDSFDQCJNGOL-UHFFFAOYSA-N,CNC,Dimethylamine,298.15,5.26,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p16:018,16,three_figures,85,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
GETQZCLCWQTVFV-UHFFFAOYSA-N,CN(C)C,Trimethylamine,298.15,2.44,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p19:008,19,three_figures,86,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
YLQBMQCUIZJEEH-UHFFFAOYSA-N,c1ccoc1,Furan,298.15,2.95,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p19:010,19,three_figures,87,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
WQAQPCDUOCURKW-UHFFFAOYSA-N,CCCCS,1-Butanethiol,298.15,4.95,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:009,22,three_figures,88,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
LJSQFQKUNVCTIA-UHFFFAOYSA-N,CCSCC,Ethyl sulfide,298.15,5.72,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:010,22,three_figures,89,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
JUJWROOIHBZHMG-UHFFFAOYSA-N,c1ccncc1,Pyridine,298.15,12.3,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p22:018,22,three_figures,90,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
OEPRBXUJOQLYID-UHFFFAOYSA-N,CCCCCF,1-Fluoropentane,293.15,4.24,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p24:011,24,three_figures,91,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
HLLCNVLEVVFTJB-UHFFFAOYSA-N,CCC(C)(C)F,2-Fluoro-2-methylbutane,293.15,5.89,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p24:012,24,three_figures,92,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
ZRKMQKLGEQPLNS-UHFFFAOYSA-N,CCCCCS,1-Pentanethiol,298.15,4.55,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:005,25,three_figures,93,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
QARVLSVVCXYDNA-UHFFFAOYSA-N,Brc1ccccc1,Bromobenzene,298.15,5.40,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p25:015,25,three_figures,94,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
PYLWMHQQBFSUBP-UHFFFAOYSA-N,Fc1ccccc1,Fluorobenzene,298.15,5.42,,,not_reported,,[],10.6028/nbs.circ.514,10.6028/nbs.circ.514,1,0,nbs514_manual_static_293.15_303.15K,false,zero_frequency|pure_component|experimental|literature_manual_entry|single_source|nbs514_circular_514,nbs514:p26:005,26,three_figures,95,pubchem,false,0.000000,v0.2,room_temperature,v0.2_primary_or_critical_compilation,reported,true,,,,,,,,,
